Brand,Model,Reference number,Movement,Case material,Bracelet material,Year of production,Scope of delivery,Gender,Location,Price,Availability,Caliber/movement,Base caliber,Power reserve,Number of jewels,Case diameter,Water resistance,Bezel material,Crystal,Dial,Dial numerals,Bracelet color,Clasp,Clasp material,url
Rolex,Sky-Dweller,336938,Automatic,Yellow gold,Yellow gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$57,775",Item is in stock,9002,,72 h,40,42 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-new-2025-sky-dweller-42mm-336938-yellow-gold-oyster-black-dial--id39292124.htm
Rolex,Day-Date 36,18239 (Day-Date 36mm (up to 2000)),Automatic,White gold,White gold,Unknown,"Original box, no original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$57,500",Item is in stock,3155,,48 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Gold,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-vintage-lapis-18239-day-date--id45040827.htm
Rolex,Sea-Dweller,126603,Automatic,Gold/Steel,Gold/Steel,2022 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Winchester","$18,777",Item is in stock,3235,3235,70 h,31,43 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/sea-dweller-43mm-two-tone-yellow-gold--id40874401.htm
Rolex,Oyster Perpetual 41,124300,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"Italy, PRATO","€7,990 (= $9,457) [Negotiable]",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Double-fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-41--id44075409.htm
Rolex,Sky-Dweller,336934,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$28,345",Item is in stock,Mechanical movement,9002,72 h,29,42 mm,10 ATM,White gold,Sapphire crystal,Green,No numerals,Silver,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sky-dweller--id41329600.htm
Rolex,GMT-Master II,126720VTNR (Sprite),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$18,995",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-2025-sprite-jubilee-126720vtnr-complete--id40931058.htm
Rolex,Datejust 41,126300 (Datejust smooth bezel),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$11,199",Item is in stock,3235,Rolex 3135,70 h,31,41 x 48 mm,10 ATM,Steel,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-blue-dial-2025---new-style-box--id42820067.htm
Rolex,GMT-Master II,126715CHNR,Automatic,Rose gold,Rose gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Bremen","$47,750 [Negotiable]",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/gmt-master-ii--id45056122.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Yellow gold,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$15,900",Item is in stock,,,,,41 mm,,,Sapphire crystal,White,Roman numerals,,,,https://www.chrono24.com/rolex/datejust-41mm-126334-white-dial-jubilee-bracelet-2025-unworn--id45184709.htm
Rolex,Datejust 41,126303,Automatic,Yellow gold,Gold/Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Oakland Gardens","$18,880",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,Yellow gold,Sapphire crystal,Champagne,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/datejust-41--id44236019.htm
Rolex,Oyster Precision,6426,,Steel,Steel,1970 (Approximation),"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Beverly Hills","$5,175 [Negotiable]",Item is in stock,1225,,,,34 mm,Not water resistant,,,,,Silver,,,https://www.chrono24.com/rolex/oyster-precision-ref-6426-34mm-mens-1970s-manual-wind-all-original-ra682--id44709435.htm
Rolex,Daytona,116503,Automatic,Gold/Steel,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$22,575 [Negotiable]",Item is in stock,4130,cal. 4130,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-daytona--id42707641.htm
Rolex,Datejust 36,16233,Automatic,Gold/Steel,Gold/Steel,1996,"Original box, original papers",Men's watch/Unisex,"United States of America, Willow Grove","$8,150",Item is in stock,3135,3135,42 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-36--id45042097.htm
Rolex,Submariner (No Date),114060 (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Laguna Beach","$11,850 [Negotiable]",Item is in stock,3130,3130,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-40mm-complete-black-dial-black-bezel-stainless-steel-oyster-bracelet-114060--id42081463.htm
Rolex,Submariner Date,116610LN (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,2014,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$12,000 [Negotiable]",Item is in stock,3135,cal. 3135,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date-black-dial-stainless-steel-40mm-116610ln----id45292331.htm
Rolex,Air King,126900 (Arabic Dial),Automatic,Steel,Steel,Unknown,"Original papers, no original box",Men's watch/Unisex,"United States of America, California, Chino Hills","$9,490",Item is in stock,3230,,,31,40 mm,,Steel,Sapphire crystal,Black,Arabic numerals,Steel,,,https://www.chrono24.com/rolex/2024-new-card-rolex-air-king-126900-green-black-dial-steel-oyster-40mm-watch--id45143357.htm
Rolex,Yacht-Master 37,268621,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$17,450 [Negotiable]",Item is in stock,2236,,55 h,31,37 mm,10 ATM,Rose gold,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/yacht-master-37mmnew-2025--black-dial-268621--id18387623.htm
Rolex,Land-Dweller,127334,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$33,500",Item is in stock,,,,,,,,,White,,,,,https://www.chrono24.com/rolex/rolex-land-dweller-40--2025--id41676922.htm
Rolex,Day-Date 40,228238,Automatic,Yellow gold,Yellow gold,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$58,995 [Negotiable]",Item is in stock,3255,,70 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-day-date-40mm-silver-roman-dial-yellow-gold-bracelet-228238-unworn-2024--id20061029.htm
Rolex,Submariner Date,126610lv,Automatic,Steel,Steel,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Laguna Beach","$16,200 [Negotiable]",Item is in stock,3235,cal. 3135,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date-starbucks-2024-complete-41mm-steel-case-black-dial-green-ceramic-bezel--id43668284.htm
Rolex,Daytona,126506 (Ice),Automatic,Platinum,Platinum,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Beverly hills",Price on request [Negotiable],Item needs to be procured,4131,4130,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Silver,Fold clasp,Platinum,https://www.chrono24.com/rolex/rolex-daytona-platinum-ice-blue-dial-126506-newunworn-platona--id37551433.htm
Rolex,GMT-Master,1675 (Chocolate),Automatic,Yellow gold,Steel,1971,"Original box, original papers",Men's watch/Unisex,"United States of America, San Antonio","$27,999",Item is in stock,1570,1570,48 h,26,40 mm,10 ATM,Steel,Plexiglass,Brown,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/gmt-master--id44869404.htm
Rolex (Guaranteed Authentic),Oyster Perpetual Date,15233,Automatic,Gold/Steel,,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$5,713",Item is in stock,,,,,34 mm,,Yellow gold,Sapphire crystal,White,Roman numerals,,,,https://www.chrono24.com/rolex/oyster-perpetual-date-34mm-white-roman-18k-steel-engine-turned-15233-watch--id44831692.htm
Rolex,Datejust 31,6827,Automatic,Steel,Steel,1977,"No original box, no original papers",Women's watch,"United States of America, New York, Hartsdale","$4,500",Item is in stock,,,,,31 mm,,White gold,Plexiglass,Silver,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/steel-datejust-6827--id45022400.htm
Rolex,Land-Dweller,127334,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$33,425",Item is in stock,7135,,66 h,,40 mm,10 ATM,White gold,Sapphire crystal,White,Arabic numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-unworn-127334-land-dweller-40mm-stainless-steel-white-honeycomb-motif-dial-flat-jubilee--id44962745.htm
Rolex,Daytona,116520 (Daytona (1988-2015)),Automatic,Steel,Steel,2011,"Original box, original papers",Men's watch/Unisex,"Italy, PRATO","€21,590 (= $25,553) [Negotiable]",Item is in stock,4130,Rolex 4130,72 h,44,40 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-daytona-ref-116520-white-dial-aph--id44912772.htm
Rolex (Guaranteed Authentic),Datejust 36,16030 (Jubilee),Automatic,Steel,Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$5,193",Item is in stock,,,,,36 mm,,Steel,Plexiglass,Silver,,Steel,,,https://www.chrono24.com/rolex/1984-rolex-datejust-36mm-silver-stainless-steel-automatic-jubilee-watch-16030--id45190712.htm
Rolex,Datejust 36,126234,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York City","$14,495",Item is in stock,3235,"3135, Manufacture Rolex",70 h,31,36 mm,10 ATM,White gold,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36-new-2025-black-index-dial-stainless-steel-fluted-bezel-oyster-bracelet--id39184195.htm
Rolex,Oysterdate Precision,6466,Manual winding,Steel,Leather,1958 (Approximation),"No original box, no original papers",Men's watch/Unisex,"United States of America, Colorado, Boulder","$2,450 [Negotiable]",Item is in stock,1210,,,17,30 x 36 mm,Not water resistant,Steel,Plexiglass,White,No numerals,Red,Buckle,,https://www.chrono24.com/rolex/rolex-oysterdate--id39527671.htm
Rolex,Datejust 36,126233-0036,Automatic,Steel,Gold/Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Moorpark, California","$17,750 [Negotiable]",Item is in stock,Rolex Caliber 3235,None,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Grey,Roman numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-36mm-gray-wimbledon-dial-midsize-18k-gold--stainless-steel-watch-126233-0036--id44391059.htm
Rolex,Submariner Date,126619LB (Submariner Ceramic Bezel Light),Automatic,White gold,White gold,2021 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Miami","$34,800",Item is in stock,3235,cal. 3135,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold,Fold clasp,White Gold,https://www.chrono24.com/rolex/submariner-date--id42468918.htm
Rolex,Submariner Date,116619LB,Automatic,White gold,White gold,2009 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$49,995",Item is in stock,3135,3135,50 h,31,40 mm,30 ATM,,Sapphire crystal,Blue,No numerals,Gold,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-new-old-stock-2011-submariner-date-smurf-white-gold-116619lb--id43830584.htm
Rolex,Daytona,126515LN (Everose),Automatic,Rose gold,Rubber,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$48,675 [Negotiable]",Item is in stock,4131,4030,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-126515ln-cosmograph-daytona-18k-rose-gold-with-black-dial--id44704105.htm
Rolex,Explorer II,16570 (Explorer II 16570 Black),Automatic,Steel,Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, California, Garden Grove","$9,200 [Negotiable]",Item is in stock,3185,cal. 3185,50 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-explorer-ii--id43668641.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Silver,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Beverly hills","$17,200 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-2025-blue-roman-dial-126334-jubilee-bracelet-newunworn--id36855468.htm
Rolex,Day-Date 36,1803 (Day-Date 36mm (up to 2000)),Automatic,Yellow gold,Leather,1980 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$9,000 [Negotiable]",Item is in stock,1556,1570,48 h,26,36 mm,10 ATM,Yellow gold,Plexiglass,Champagne,No numerals,Gold,Buckle,Yellow gold,https://www.chrono24.com/rolex/rolex-day-date--id40145912.htm
Rolex,GMT-Master,1675,,Steel,Steel,1979,"Original box, no original papers",,"United States of America, California, San Diego","$13,995",Item is in stock,,,,,40 mm,,,Plexiglass,Black,,Steel,,,https://www.chrono24.com/rolex/vintage-rolex-gmt-master-pepsi-1675-40mm-red-blue-bezel-steel-jubilee-box--id43515310.htm
Rolex,Yacht-Master 40,16628,Automatic,Yellow gold,Yellow gold,1999,"No original box, no original papers",Men's watch/Unisex,"United States of America, Florida, MIAMI","$24,500",Item is in stock,3135,3135,48 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-yacht-master-40--id37443110.htm
Rolex,Oyster Perpetual 41,124300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$10,995",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Silver,No numerals,Steel,Double-fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-41-new-2025-silver-stick-dial-stainless-steel-smooth-oyster-bracelet--id40212573.htm
Rolex,Datejust 41,126300 (Datejust smooth bezel),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Hartsdale","$11,500",Item is in stock,,,,,41 mm,,,Sapphire crystal,Black,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/steel-datejust-41-126300--id44997706.htm
Rolex,Explorer II,216570 (Explorer II 216570 White),Automatic,Steel,Steel,2010 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, new york city","$10,100",Item is in stock,3187,3187,48 h,31,42 mm,10 ATM,Steel,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-2010-explorer-ii-216570-polar-white-dial-ss-oyster-no-papers-42mm--id43548759.htm
Rolex,Sky-Dweller,326235,Automatic,Rose gold,Rubber,Unknown,"Original papers, no original box",Men's watch/Unisex,"United States of America, Texas, Houston","$40,950",Item is in stock,9001,3135,72 h,40,42 mm,10 ATM,Rose gold,Sapphire crystal,Brown,No numerals,Black,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-sky-dweller--id44602126.htm
Rolex,GMT-Master II,126713grnr,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$22,595",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-bruce-wayne-two-tone-2025---new-style-box--id42798561.htm
Rolex,Datejust Oysterquartz,17013,Quartz,Gold/Steel,Gold/Steel,1978 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, new york city","$5,900",Item is in stock,5035,Präzisionsquartz,42 h,11,36 x 42 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-1978-datejust-oysterquartz-17013-silver-dial-tt-18kt-no-papers-36mm--id45231896.htm
Rolex,GMT-Master II,126710BLNR,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"Germany, Eislingen","€16,100 (= $19,055)",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id44506089.htm
Rolex,Datejust 36,126233,Automatic,Gold/Steel,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$17,875 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,Roman numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-126233-datejust-18kss-with-silver-diamond-roman-dial-on-oyster--id44417754.htm
Rolex,Datejust 41,126333,Automatic,Gold/Steel,Gold/Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New Hampshire, Salem","$20,600",Item is in stock,3235,,70 h,31,41 x 49 mm,10 ATM,Yellow gold,Sapphire crystal,Grey,Roman numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-new-2025-126333-wimbledon-slate-roman-jubilee-yellow-gold-steel--id24194434.htm
Rolex,1908,52509 White,Automatic,White gold,Alligator skin,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, Airmont","$28,460 [Negotiable]",Item is in stock,,,68 h,38,39 mm,,,Sapphire crystal,White,,Brown,Fold clasp,,https://www.chrono24.com/rolex/1908-39mm-52509-white--id43723699.htm
Rolex,Oyster Perpetual 41,124300,Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$9,795",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Silver,No numerals,Steel,Double-fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual-41-silver-index-stainless-steel-smooth-bezel-oyster-bracelet--id41286803.htm
Rolex,Day-Date 36,1803,Automatic,Yellow gold,Alligator skin,Unknown,"No original box, no original papers",,"United States of America, Missouri, Chesterfield","$9,950",Item is in stock,1556,,,26,36 mm,,,Plexiglass,Champagne,,Black,Buckle,,https://www.chrono24.com/rolex/day-date-president-champagne-dial-on-strap-36mm-ref-1803--id40959951.htm
Rolex (Guaranteed Authentic),Submariner Date,1680 (Submariner Vintage),Automatic,Steel,Steel,Unknown,"No original box, no original papers",Men's watch/Unisex,"United States of America, New York, Massapequa Park","$13,512",Item is in stock,,,,,40 mm,,Steel,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/submariner-date-matte-patina-40mm-stainless-steel-date-oyster-1680-watch--id44756533.htm
Rolex,Submariner Date,116610LV,Automatic,Steel,Steel,Unknown,"Original box, original papers",Men's watch/Unisex,"United States of America, New Jersey","$20,233",Item is in stock,3135,cal. 3135,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date-hulk-green-dial-fullkit-st--1015--id37655856.htm
Rolex,Yacht-Master 40,16623,Automatic,Gold/Steel,Gold/Steel,2005 (Approximation),"Original papers, no original box",Men's watch/Unisex,"United States of America, Staten Island","$12,000 [Negotiable]",Item is in stock,3135,3135,50 h,31,40 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/yacht-master--id44560683.htm
Rolex,Sea-Dweller,126603,Automatic,Gold/Steel,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Orlando","$18,675 [Negotiable]",Item is in stock,3235,3235,70 h,31,43 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-126603-seadweller-18kss--id45139638.htm
Rolex,Datejust 41,126333,Automatic,Gold/Steel,Gold/Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$19,010",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,Yellow gold,Sapphire crystal,Mother of pearl,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-2020-datejust-41mm-126333-two-tone-jubilee-mop-diamond-dial--id44897529.htm
Rolex,Datejust 36,Rolex Datejust Ref 126234 Steel Black Dial,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Wheaton","$13,500",Item is in stock,Automatic,3235,,,36 mm,,White gold,Sapphire crystal,Black,Lines,Silver,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-36--id44364188.htm
Rolex,Datejust 36,126234,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New Hampshire, Salem","$15,600",Item needs to be procured,3235,,70 h,31,36 x 44 mm,10 ATM,White gold,Sapphire crystal,Grey,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-new-2025-september-126234-wimbledon-slate-roman-jubilee-steel--id43219786.htm
Rolex,Oyster Perpetual 31,277200,Automatic,Steel,Steel,2025,"Original box, original papers",Women's watch,"United States of America, Michigan, Oak Park, MI","$12,580",Item is in stock,2232,Rolex 3135,55 h,31,31 mm,10 ATM,Steel,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-oyster-perpetual-31mm-277200-turquoise-blue-dial--id42733251.htm
Rolex,Datejust 41,126300,Automatic,Steel,Steel,2026,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NY","$13,899",Item is in stock,3235,Rolex 3135,70 h,31,41 x 48 mm,10 ATM,Steel,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41--id44562774.htm
Rolex,Sea-Dweller Deepsea,116660,Automatic,Steel,Steel,2016,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Austin","$13,495 [Negotiable]",Item is in stock,3135,Rolex 3135,48 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/sea-dweller-deepsea--id39719908.htm
Rolex,Submariner Date,116610LV,Automatic,Steel,Steel,2014,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$19,300",Item is in stock,3135,cal. 3135,48 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date--id42513854.htm
Rolex,Submariner Date,16610TLV,Automatic,Steel,Steel,2000,"Original papers, no original box",Men's watch/Unisex,"United States of America, California, Chino Hills","$15,690",Item is in stock,3135,,,31,40 mm,,Steel,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/2009-card-rolex-submariner-date-16610lv-no-holes-40mm-green-kermit-steel-watch--id45248574.htm
Rolex,Submariner Date,168000,Automatic,Steel,Steel,1984 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, Georgia, Atlanta","$10,090",Item is in stock,,,,,40 mm,,,Sapphire crystal,Black,,Steel,Fold clasp,,https://www.chrono24.com/rolex/submariner-black-dial-vintage-steel-mens-watch-168000--id45194072.htm
Rolex,Oyster Perpetual,134300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Newport Beach","$11,995",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-oyster-perpetual--stainless-dial-2025-green-index-dial-stainless-steel-oyster-bracelet--id43519480.htm
Rolex,Daytona,116520 (Daytona (1988-2015)),Automatic,Steel,Steel,2004,"Original box, no original papers",Men's watch/Unisex,"United States of America, Georgia, Atlanta","$21,910",Item is in stock,,,,,40 mm,,Steel,Sapphire crystal,Black,,Steel,,,https://www.chrono24.com/rolex/daytona-steel-chronograph-black-dial-mens-watch-116520--id44692092.htm
Rolex,Datejust 41,126333,Automatic,Gold/Steel,Gold/Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas, Mckinney","$15,465",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,Yellow gold,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-datejust-41--id44479109.htm
Rolex,Datejust 36,126233,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$23,975",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,Mother of pearl,,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-new-2025-datejust-36mm-126233-mother-of-pearl-diamond-dial--id40089640.htm
Rolex,Lady-Datejust,69173,Automatic,Gold/Steel,Gold/Steel,1991,"Original box, no original papers",Women's watch,"United States of America, New York, New York","$5,000 [Negotiable]",Item is in stock,2135,Cal. 2135,40 h,29,26 mm,10 ATM,Yellow gold,Sapphire crystal,Silver,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-lady-datejust--id43564420.htm
Rolex,Datejust 36,126233,Automatic,Gold/Steel,Gold/Steel,2022,"Original box, original papers",Men's watch/Unisex,"Germany, Kaufbeuren","€13,890 (= $16,440)",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Yellow gold,Sapphire crystal,White,,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/datejust-36--id43504715.htm
